url,protocol,num_queries,path_depth,suspicious_tld,length,entropy,fake_tld,brand,pop_keywords,similar,num_subdomains,asn,org,#queries,#apexes,subnet24
https://www.pronews.gr/ygeia/913333_emvolio-astrazeneca-poso-tha-diarkesei-i-paysi-ereynon-polla-ta-anapantita-erotimata,https,0,3,0,14,0.36877648839927885,0,0,0,0,1,AS13335,CLOUDFLARENET,486280,1,104.27.123
https://linktr.ee/smartmedia%20https:/gigazine.net/news/20200910-astrazeneca-covid19-vaccine-neurological-symptoms/,https,0,6,0,9,0.3684628534673422,0,0,0,0,0,AS54113,FASTLY,38144627,864,151.101.2
https://www.linkedin.com/,https,0,2,0,16,0.41597744082077,0,0,0,1,1,AS8068,MICROSOFT-CORP-MSN-AS-BLOCK,2273869086,6,13.107.42
https://m.facebook.com/112639733519315/posts/309965157120104/,https,0,5,0,14,0.37989356976525346,0,1,0,1,1,AS32934,FACEBOOK,20087333,15,69.171.250
https://piemovies.cc/watch/sputnik-2020,https,0,3,1,12,0.38562031562255994,0,0,0,0,0,AS13335,CLOUDFLARENET,10511897,1150,104.24.123
https://www.abcdacomunicacao.com.br/empatia-e-habitos-saudaveis-para-cuidar-do-coracao-campanha-da-astrazeneca-colore-setembro-de-vermelho/,https,0,3,0,27,0.4190169497182605,0,0,0,0,2,AS27715,Locaweb Servicos de Internet S/A,14885,6,191.252.201
https://www.pronews.gr/kosmos/diethnis-politiki/913159_npeskof-i-anastoli-ton-klinikon-dokimon-tis-astrazeneca-deihnei-pos,https,0,4,0,14,0.36877648839927885,0,0,0,0,1,AS13335,CLOUDFLARENET,486280,1,104.27.122
http://ame-web.org/index.php/122-2020/1318-astrazeneca-pone-en-suspenso-el-principal-ensayo-de-la-vacuna-covid-19-por-motivos-de-seguridad,http,0,4,0,11,0.409701685930287,0,0,0,0,0,AS198066,"Grupo Loading Systems, S.L.",1318727,341,91.146.96
https://bildblog.de/123954/bild-schlaegt-impf-alarm/,https,0,4,0,11,0.3642471326583483,0,0,0,0,0,AS13335,CLOUDFLARENET,19524226,1042,104.18.41
https://cronica.uno/que-tan-avanzada-esta-la-carrera-por-conseguir-una-vacuna-contra-covid-19/,https,0,3,0,11,0.36424713265834835,0,0,0,0,0,AS30148,SUCURI-SEC,8339394,628,192.124.249
https://www.mulastar.com/2020/09/aliyefanyiwa-jaribio-la-chanjo-ya.html,https,0,4,0,16,0.41597744082077,0,0,0,0,1,AS15169,GOOGLE,31563,13,172.217.214
https://www.excelsior.com.mx/global/vacuna-de-astrazeneca-oxford-ya-esta-en-produccion/1404273,https,0,4,0,20,0.4183049217994888,0,0,0,0,2,AS22908,"Sixsigma Networks Mexico, S.A. de C.V.",4434739,7,201.175.36
https://careers.astrazeneca.com/job/royston/senior-data-and-analytics-engineer/7684/15803758,https,0,6,0,23,0.4050660331124927,0,0,0,0,1,AS20940,Akamai International B.V.,8539172,56,23.35.71
https://consensodelmercado.com/component/k2/el-dinero-busca-refugio-en-el-deuda-publica-y-el-dolar,https,0,4,0,22,0.41248704853381657,0,0,0,0,0,AS8560,1&1 Ionos Se,1697685,1600,217.160.0
https://mailchi.mp/7ccad2a351a6/4ve5sfzdhh-790838?e=952b24a551,https,1,3,0,10,0.36524101648625684,0,0,0,0,0,AS16625,AKAMAI-AS,137220,2,104.98.61
https://bitly.com/2ZmXTvD%20http:/bit.ly/3k4SkK7%20http:/bit.ly/2DNRx0Y%20http:/bit.ly/2Zn13iZ%20http:/bit.ly/33a2gLD,https,0,10,0,9,0.39624063124512,0,0,0,0,0,AS396982,GOOGLE-PRIVATE-CLOUD,35218076,3,67.199.248
https://onerazz.com/2020/09/07/australian-prime-minister-scott-morrison-said-his-government-has-struck-a-deal-with-pharmaceutical-giant-csl-to-manufacture-two-potential-vaccines-including-one-developed-by-rival-astrazeneca-and-ex/,https,0,6,0,11,0.38697440929431765,0,0,0,0,0,AS16276,OVH SAS,632113,1120,51.79.176
https://www.exberliner.com/whats-on/film/exil/,https,0,5,0,18,0.4274227482598221,0,0,0,0,1,AS14618,AMAZON-AES,20583852,191,75.101.132
https://www.linkedin.com/feed/update/urn:li:share:6709432707669086208,https,0,4,0,16,0.41597744082077,0,0,0,1,1,AS8068,MICROSOFT-CORP-MSN-AS-BLOCK,2273869086,6,13.107.42
https://www.linkedin.com/feed/update/urn:li:share:6709586548201021440,https,0,4,0,16,0.41597744082077,0,0,0,1,1,AS8068,MICROSOFT-CORP-MSN-AS-BLOCK,2273869086,6,13.107.42
https://www.biotoday.com/view.cfm?n=92482&ref=rss&utm_source=dlvr.it&utm_medium=twitter,https,4,2,0,16,0.41007988164154,0,0,0,0,1,AS23637,Equinix Jpapan Enterprise K.K.,60375,1,112.140.51
https://www.olivanoticias.com/mundo/137344/vacuna_contra_covid-19_es_posible_este_ano_pese_a_interrupcion_de_ensayos_afirma_astrazeneca,https,0,4,0,21,0.42841666568390874,0,0,0,0,1,AS16276,OVH SAS,4330563,88,142.44.214
https://www.coronavirusgripe.com/articulo/coronavirus/cancelan-vacuna-oxford-astrazeneca-coronavirus/20200909105458005142.html,https,0,5,0,24,0.4675751972640999,0,0,0,0,1,AS13335,CLOUDFLARENET,5150254,111,104.26.14
https://yesilgazete.org/blog/2020/09/09/astrazeneca-ve-oxford-universitesi-covid-19-asisinin-klinik-deneyleri-durdurdu/,https,0,7,0,15,0.4320706023176381,0,0,0,0,0,AS13335,CLOUDFLARENET,1892291,1046,172.67.165
http://www.en-vivo.mx/2020/09/09/astrazeneca-interrumpe-los-ensayos-de-su-vacuna-tras-la-reaccion-adversa-de-un-participante/,http,0,6,0,14,0.39775070955127756,0,0,0,0,1,AS26496,AS-26496-GO-DADDY-COM-LLC,141989,23,23.229.130
http://www.ciudadelatacungaonline.com/index.php/component/k2/item/4733-astrazeneca-interrumpe-ensayos-de-vacuna-por-enfermedad-adversa-de-un-participante,http,0,6,0,30,0.46225857075538207,0,0,1,0,1,AS22612,NAMECHEAP-NET,1872542,715,198.54.115
https://www.linkedin.com/feed/update/urn:li:share:6709806636401233921,https,0,4,0,16,0.41597744082077,0,0,0,1,1,AS8068,MICROSOFT-CORP-MSN-AS-BLOCK,2273869086,6,13.107.42
