,Unnamed: 0,domain,scanned url,total,positives,duration[VT],rlength,resolution,server,URL after redirects,Final URL,suspicious_tld,length,fake_tld,brand,pop_keywords,similar,is_idn,minus,num_subdomains,unshorten url
0,171,amzn.to,https://amzn.to/2vawbWK,83,2,0,2280,67.199.248.12,Server,https://www.amazon.com/gp/product/?tag=calculate08-20,https://www.amazon.com/gp/product/?tag=calculate08-20,N,53,0,1,0,1,N,1,1,https://www.amazon.com/gp/product/?tag=calculate08-20
1,220,lnkd.in,https://lnkd.in/eFHFaRi,83,1,0,42685,108.174.10.10,,https://www.linkedin.com/feed/update/urn:li:share:6701209108458086400,https://www.linkedin.com/feed/update/urn:li:share:6701209108458086400,N,69,0,0,0,1,N,0,1,https://www.linkedin.com/feed/update/urn:li:share:6701209108458086400
2,348,tinyurl.com,http://tinyurl.com/yxnnpj7f,83,1,0,130473,104.20.138.65,nginx/1.16.1,http://tatar-congress.org/ru/yanalyklar/video-aydar-galimov-priglashaet-na-prazdnik-v-g-sputnik/,http://tatar-congress.org/ru/yanalyklar/video-aydar-galimov-priglashaet-na-prazdnik-v-g-sputnik/,N,96,0,0,0,0,N,9,0,http://tatar-congress.org/ru/yanalyklar/video-aydar-galimov-priglashaet-na-prazdnik-v-g-sputnik/
3,481,arsitios.com,https://arsitios.com/zonafrancatv/2020/08/17/vacuna-contra-el-coronavirus-rusia-produjo-ya-15-500-dosis-de-sputnik-v/,83,2,0,191720,104.31.70.181,cloudflare,None,https://arsitios.com/zonafrancatv/2020/08/17/vacuna-contra-el-coronavirus-rusia-produjo-ya-15-500-dosis-de-sputnik-v/,N,117,0,0,0,0,N,12,0,https://arsitios.com/zonafrancatv/2020/08/17/vacuna-contra-el-coronavirus-rusia-produjo-ya-15-500-dosis-de-sputnik-v/
4,524,tinyurl.com,https://tinyurl.com/yyztkhl6,83,1,0,39174,104.20.138.65,Apache,http://guiaglobal.com.br/2020/08/17/imunologista-israelense-sputnik-v-garantiria-imunidade-mais-estavel-do-que-a-vacina-de-oxford/,http://guiaglobal.com.br/2020/08/17/imunologista-israelense-sputnik-v-garantiria-imunidade-mais-estavel-do-que-a-vacina-de-oxford/,N,130,0,0,0,0,N,13,1,http://guiaglobal.com.br/2020/08/17/imunologista-israelense-sputnik-v-garantiria-imunidade-mais-estavel-do-que-a-vacina-de-oxford/
5,709,themalaysianreserve.com,https://themalaysianreserve.com/2020/08/18/sputnik-talks-on-margin-trading-curbs-wipe-rm34b-of-glove-stocks-value/,83,1,0,92528,172.67.211.79,cloudflare,None,https://themalaysianreserve.com/2020/08/18/sputnik-talks-on-margin-trading-curbs-wipe-rm34b-of-glove-stocks-value/,N,114,0,0,0,0,N,11,0,https://themalaysianreserve.com/2020/08/18/sputnik-talks-on-margin-trading-curbs-wipe-rm34b-of-glove-stocks-value/
6,817,libero.pe,https://libero.pe/ocio/1578355-coronavirus-nicolas-maduro-anuncio-sera-vacunarse-covid-19-venezuela-vacuna-rusa-sputnik,83,1,0,118116,151.101.194.207,nginx,None,https://libero.pe/ocio/1578355-coronavirus-nicolas-maduro-anuncio-sera-vacunarse-covid-19-venezuela-vacuna-rusa-sputnik,N,119,0,0,0,0,N,12,0,https://libero.pe/ocio/1578355-coronavirus-nicolas-maduro-anuncio-sera-vacunarse-covid-19-venezuela-vacuna-rusa-sputnik
7,865,dursamj.mn,http://dursamj.mn/gadaad-medee/16561-turshilt-n-duusaagy-ch-sputnik-v-vakcinaas-vputin-aysangy.html,83,1,0,210834,43.231.115.88,nginx,None,http://dursamj.mn/gadaad-medee/16561-turshilt-n-duusaagy-ch-sputnik-v-vakcinaas-vputin-aysangy.html,N,99,0,0,0,0,N,10,1,http://dursamj.mn/gadaad-medee/16561-turshilt-n-duusaagy-ch-sputnik-v-vakcinaas-vputin-aysangy.html
8,933,tinyurl.com,http://tinyurl.com/y3jm5vhf,83,1,0,87332,104.20.138.65,nginx,https://www.pravda.ru/news/expert/1521730-izrailskij_immunolog/,https://www.pravda.ru/news/expert/1521730-izrailskij_immunolog/,N,63,0,0,0,0,N,1,1,https://www.pravda.ru/news/expert/1521730-izrailskij_immunolog/
9,1020,lnkd.in,https://lnkd.in/dnA58f6,83,1,0,147413,108.174.10.10,nginx,https://ns2017.wordpress.com/2020/08/16/sputnik-comment-empecher-les-migrants-de-passer-de-france-en-angleterre/,https://ns2017.wordpress.com/2020/08/16/sputnik-comment-empecher-les-migrants-de-passer-de-france-en-angleterre/,N,112,0,0,0,0,N,10,1,https://ns2017.wordpress.com/2020/08/16/sputnik-comment-empecher-les-migrants-de-passer-de-france-en-angleterre/
10,1037,tinyurl.com,http://tinyurl.com/yxrqnvkh,83,1,0,76696,104.20.138.65,nginx/1.14.0 (Ubuntu),https://www.ticbeat.com/innovacion/problemas-y-riesgos-de-la-vacuna-rusa-sputnik-v/,https://www.ticbeat.com/innovacion/problemas-y-riesgos-de-la-vacuna-rusa-sputnik-v/,N,83,0,0,0,0,N,8,1,https://www.ticbeat.com/innovacion/problemas-y-riesgos-de-la-vacuna-rusa-sputnik-v/
11,1116,alghadeer.tv,http://en.alghadeer.tv/archives/25144,83,1,0,,,,None,http://en.alghadeer.tv/archives/25144,N,37,0,0,0,0,N,0,1,http://en.alghadeer.tv/archives/25144
12,1422,tinyurl.com,http://tinyurl.com/yy3c7w6j,83,1,0,276853,104.20.138.65,Apache,https://www.copernical.com/news-public/item/18593-2020-08-18-09-55-20,https://www.copernical.com/news-public/item/18593-2020-08-18-09-55-20,N,69,0,0,0,0,N,7,1,https://www.copernical.com/news-public/item/18593-2020-08-18-09-55-20
13,1424,ow.ly,http://ow.ly/rVQ750B25Ey,83,1,0,,54.183.131.91,,None,http://ow.ly/rVQ750B25Ey,N,24,0,0,0,0,N,0,0,https://lanuevagaceta.com.mx/china-patenta-nueva-vacuna-contra-el-covid-19-genera-respuesta-inmune/
14,1435,piemovies.cc,https://piemovies.cc/watch/sputnik-2020,83,1,0,40023,104.24.123.32,cloudflare,None,https://piemovies.cc/watch/sputnik-2020,Y,39,0,0,0,0,N,1,0,https://piemovies.cc/watch/sputnik-2020
15,1470,plazademayo.info,http://plazademayo.info/inmunologa-israeli-sputnik-v-garantizaria-una-inmunidad-mas-estable-que-la-vacuna-de-oxford/,83,1,0,245307,200.58.111.118,Apache,None,http://plazademayo.info/inmunologa-israeli-sputnik-v-garantizaria-una-inmunidad-mas-estable-que-la-vacuna-de-oxford/,Y,116,0,0,0,0,N,13,0,http://plazademayo.info/inmunologa-israeli-sputnik-v-garantizaria-una-inmunidad-mas-estable-que-la-vacuna-de-oxford/
16,1601,tinyurl.com,https://tinyurl.com/y5ofqabl,83,1,0,67108,172.67.1.225,Apache-Coyote/1.1,None,https://tinyurl.com/y5ofqabl,N,28,0,0,0,0,N,0,0,https://www.elsoldesalamanca.com.mx/mundo/rusia-produce-mas-de-15-mil-dosis-de-su-vacuna-contra-covid-19-sputnik-v-5639668.html
17,1632,tinyurl.com,http://tinyurl.com/y6nlu4za,83,1,0,260980,104.20.139.65,Apache,https://www.copernical.com/news-public/item/18598-2020-08-18-09-55-28,https://www.copernical.com/news-public/item/18598-2020-08-18-09-55-28,N,69,0,0,0,0,N,7,1,https://www.copernical.com/news-public/item/18598-2020-08-18-09-55-28
18,1694,archive.org,http://web.archive.org/web/20180926204653/https:/sputniknews.com/analysis/201809261068369350-Ukrainian-Diplomat-Clinton-Operatives-Dirt-Trump/,83,1,0,128078,207.241.226.190,nginx/1.15.8,None,http://web.archive.org/web/20180926204653/https:/sputniknews.com/analysis/201809261068369350-Ukrainian-Diplomat-Clinton-Operatives-Dirt-Trump/,N,142,0,0,0,0,N,6,2,http://web.archive.org/web/20180926204653/https:/sputniknews.com/analysis/201809261068369350-Ukrainian-Diplomat-Clinton-Operatives-Dirt-Trump/
19,1706,tinyurl.com,https://tinyurl.com/y6q8aznl,83,1,0,36350,104.20.139.65,nginx,http://urbanianoticias.com.mx/index.php/2012-09-19-14-40-27/29177-inmunologa-israeli-sputnik-v-garantizaria-una-inmunidad-mas-estable-que-la-vacuna-de-oxford,http://urbanianoticias.com.mx/index.php/2012-09-19-14-40-27/29177-inmunologa-israeli-sputnik-v-garantizaria-una-inmunidad-mas-estable-que-la-vacuna-de-oxford,N,157,0,0,0,0,N,19,2,http://urbanianoticias.com.mx/index.php/2012-09-19-14-40-27/29177-inmunologa-israeli-sputnik-v-garantizaria-una-inmunidad-mas-estable-que-la-vacuna-de-oxford
20,1834,tinyurl.com,https://tinyurl.com/yxb9v7pt,83,1,0,65356,172.67.1.225,Apache-Coyote/1.1,None,https://tinyurl.com/yxb9v7pt,N,28,0,0,0,0,N,0,0,https://www.elsoldemexico.com.mx/mundo/rusia-produce-mas-de-15-mil-dosis-de-su-vacuna-contra-covid-19-sputnik-v-5639668.html
21,1841,dld.bz,http://dld.bz/jhjzY,83,2,0,160029,54.165.125.67,nginx,https://elpueblo.com.pe/primer-lote-de-vacunas-rusas-supero-las-15-mil/,https://elpueblo.com.pe/primer-lote-de-vacunas-rusas-supero-las-15-mil/,N,71,0,0,0,0,N,8,1,https://elpueblo.com.pe/primer-lote-de-vacunas-rusas-supero-las-15-mil/
22,1952,taplink.cc,https://taplink.cc/dogu_sma,83,1,71,9492,104.26.10.77,cloudflare,https://taplink.cc/system/challenge.html,https://taplink.cc/system/challenge.html,Y,40,0,0,0,0,N,0,1,https://taplink.cc/system/challenge.html
23,2130,goo.su,https://goo.su/1Wva,83,3,0,68422,104.27.169.227,Apache-Coyote/1.1,None,https://goo.su/1Wva,N,19,0,0,0,0,N,0,0,https://www.elsoldezacatecas.com.mx/mundo/rusia-produce-mas-de-15-mil-dosis-de-su-vacuna-contra-covid-19-sputnik-v-5639668.html
24,2169,ow.ly,http://ow.ly/EC7630r52kw,83,1,0,93,54.183.130.144,ATS/7.1.11,https://www.alainet.org/es/articulo/208491?utm_source=twitter,https://www.alainet.org/es/articulo/208491?utm_source=twitter,N,61,0,0,0,0,N,0,1,https://www.alainet.org/es/articulo/208491?utm_source=twitter
25,2393,daum.net,https://news.v.daum.net/v/20200729212421973,83,1,0,78185,121.53.224.10,,None,https://news.v.daum.net/v/20200729212421973,N,43,0,0,0,0,N,0,2,https://news.v.daum.net/v/20200729212421973
26,2399,daum.net,https://news.v.daum.net/v/20200819100324271,83,1,0,79440,121.53.224.10,,None,https://news.v.daum.net/v/20200819100324271,N,43,0,0,0,0,N,0,2,https://news.v.daum.net/v/20200819100324271
27,2411,onerazz.com,http://onerazz.com/2020/08/19/globalbuzz-bekas-naib-presiden-amerika-syarikat-joe-biden-secara-rasmi-memenangi-pencalonan-presiden-parti-demokrat-menerusi-undian-perwakilan-di-konvensyen-kebangsaan-parti-itu-agensi-berita-sput/,83,2,0,42173,51.79.176.44,nginx,https://onerazz.com/2020/08/19/globalbuzz-bekas-naib-presiden-amerika-syarikat-joe-biden-secara-rasmi-memenangi-pencalonan-presiden-parti-demokrat-menerusi-undian-perwakilan-di-konvensyen-kebangsaan-parti-itu-agensi-berita-sput/,https://onerazz.com/2020/08/19/globalbuzz-bekas-naib-presiden-amerika-syarikat-joe-biden-secara-rasmi-memenangi-pencalonan-presiden-parti-demokrat-menerusi-undian-perwakilan-di-konvensyen-kebangsaan-parti-itu-agensi-berita-sput/,N,228,0,0,0,0,N,25,0,https://onerazz.com/2020/08/19/globalbuzz-bekas-naib-presiden-amerika-syarikat-joe-biden-secara-rasmi-memenangi-pencalonan-presiden-parti-demokrat-menerusi-undian-perwakilan-di-konvensyen-kebangsaan-parti-itu-agensi-berita-sput/
28,2573,wefornews.com,https://www.wefornews.com/will-the-superfast-sputnik-v-vaccine-put-citizens-at-risk/,83,1,0,189984,104.18.61.26,cloudflare,None,https://www.wefornews.com/will-the-superfast-sputnik-v-vaccine-put-citizens-at-risk/,N,84,0,0,0,0,N,9,1,https://www.wefornews.com/will-the-superfast-sputnik-v-vaccine-put-citizens-at-risk/
29,3359,tinyurl.com,http://tinyurl.com/y4ut6uev,83,1,0,69658,104.20.139.65,cloudflare,https://nicaraguainvestiga.com/nacion/27828-nicaragua-empezara-produccion-de-vacuna-rusa-contra-el-covid-19-a-finales-de-2020/,https://nicaraguainvestiga.com/nacion/27828-nicaragua-empezara-produccion-de-vacuna-rusa-contra-el-covid-19-a-finales-de-2020/,N,126,0,0,0,0,N,14,0,https://nicaraguainvestiga.com/nacion/27828-nicaragua-empezara-produccion-de-vacuna-rusa-contra-el-covid-19-a-finales-de-2020/
30,3395,archive.org,https://web.archive.org/web/20200819141034/https:/proudboysusa.com/proud-boys-michigan-chapters-official-statement-kalamazoo-august-15th/,83,1,0,69415,207.241.226.190,nginx/1.15.8,None,https://web.archive.org/web/20200819141034/https:/proudboysusa.com/proud-boys-michigan-chapters-official-statement-kalamazoo-august-15th/,N,137,0,0,0,0,N,8,2,https://web.archive.org/web/20200819141034/https:/proudboysusa.com/proud-boys-michigan-chapters-official-statement-kalamazoo-august-15th/
31,3682,tinyurl.com,https://tinyurl.com/y6nqclpv,83,1,0,99222,104.20.139.65,nginx/1.18.0 (Ubuntu),https://olhardigital.com.br/2020/08/16/noticias/covid-19-russia-divulga-inicio-da-producao-da-vacina-sputnik-v/,https://olhardigital.com.br/2020/08/16/noticias/covid-19-russia-divulga-inicio-da-producao-da-vacina-sputnik-v/,N,111,0,0,0,0,N,10,1,https://olhardigital.com.br/2020/08/16/noticias/covid-19-russia-divulga-inicio-da-producao-da-vacina-sputnik-v/
32,3763,google.com,http://www.google.com/,83,1,3859,144922,108.177.112.106,gws,http://www.google.com/,http://www.google.com/,N,22,0,1,0,1,N,0,1,http://www.google.com/
33,3826,tinyurl.com,http://tinyurl.com/y52pjkzn,83,1,0,125656,104.20.139.65,nginx,https://actualidad.rt.com/actualidad/363741-mexico-interes-vacuna-rusa-coronavirus?utm_source=rss&utm_medium=rss&utm_campaign=actualidad,https://actualidad.rt.com/actualidad/363741-mexico-interes-vacuna-rusa-coronavirus?utm_source=rss&utm_medium=rss&utm_campaign=actualidad,N,136,0,0,0,0,N,5,1,https://actualidad.rt.com/actualidad/363741-mexico-interes-vacuna-rusa-coronavirus?utm_source=rss&utm_medium=rss&utm_campaign=actualidad
34,3865,regeneracion.mx,https://regeneracion.mx/ebrard-sostiene-encuentro-con-canciller-ruso-y-muestra-interes-por-vacuna-sputnik-5/,83,1,0,279818,172.67.197.20,cloudflare,None,https://regeneracion.mx/ebrard-sostiene-encuentro-con-canciller-ruso-y-muestra-interes-por-vacuna-sputnik-5/,N,108,0,0,0,0,N,12,0,https://regeneracion.mx/ebrard-sostiene-encuentro-con-canciller-ruso-y-muestra-interes-por-vacuna-sputnik-5/
35,3954,regeneracion.mx,https://regeneracion.mx/ebrard-sostiene-encuentro-con-canciller-ruso-y-muestra-interes-por-vacuna-sputnik-5/,83,1,0,279818,172.67.197.20,cloudflare,None,https://regeneracion.mx/ebrard-sostiene-encuentro-con-canciller-ruso-y-muestra-interes-por-vacuna-sputnik-5/,N,108,0,0,0,0,N,12,0,https://regeneracion.mx/ebrard-sostiene-encuentro-con-canciller-ruso-y-muestra-interes-por-vacuna-sputnik-5/
36,4063,regeneracion.mx,https://regeneracion.mx/ebrard-sostiene-encuentro-con-canciller-ruso-y-muestra-interes-por-vacuna-sputnik-5/,83,1,0,279818,172.67.197.20,cloudflare,None,https://regeneracion.mx/ebrard-sostiene-encuentro-con-canciller-ruso-y-muestra-interes-por-vacuna-sputnik-5/,N,108,0,0,0,0,N,12,0,https://regeneracion.mx/ebrard-sostiene-encuentro-con-canciller-ruso-y-muestra-interes-por-vacuna-sputnik-5/
37,4093,amzn.to,https://amzn.to/34bIr90,83,2,0,378205,67.199.248.13,Server,https://www.amazon.com/Sputnik-English-Subtitled-Oksana-Akinshina/dp/B08FJFNDR8,https://www.amazon.com/Sputnik-English-Subtitled-Oksana-Akinshina/dp/B08FJFNDR8,N,79,0,1,0,1,N,4,1,https://www.amazon.com/Sputnik-English-Subtitled-Oksana-Akinshina/dp/B08FJFNDR8
38,4162,covid19globalcases.com,https://covid19globalcases.com/vacuna-de-rusia-contra-el-coronavirus-cientificos-desconfian-de-sputnik-v/,83,1,0,54236,143.95.80.46,nginx/1.16.1,None,https://covid19globalcases.com/vacuna-de-rusia-contra-el-coronavirus-cientificos-desconfian-de-sputnik-v/,N,105,0,0,0,1,N,10,0,https://covid19globalcases.com/vacuna-de-rusia-contra-el-coronavirus-cientificos-desconfian-de-sputnik-v/
39,4519,xn--m-fka.volvo,http://xn--m-fka.volvo/,83,1,0,,,,None,http://xn--m-fka.volvo/,N,23,0,0,0,0,Y,1,0,http://xn--m-fka.volvo/
40,4533,gazetevatan.com,http://www.gazetevatan.com/sucluyu-yuzunden-taniyacaklar----294534-gundem/,83,1,0,44261,51.81.66.145,MerlinCDN,None,http://www.gazetevatan.com/sucluyu-yuzunden-taniyacaklar----294534-gundem/,N,74,0,0,0,0,N,7,1,http://www.gazetevatan.com/sucluyu-yuzunden-taniyacaklar----294534-gundem/
41,4651,indice7.com,https://indice7.com/?p=265361,83,1,0,169269,50.87.151.103,Apache,None,https://indice7.com/?p=265361,N,29,0,0,0,0,N,0,0,https://indice7.com/?p=265361
42,4688,niezalezna.pl,https://niezalezna.pl/347284-mazurek-odpowiada-dziamborowi-konfederacja-ma-wizje-pewnie-oprocz-faktu-marzy-im-sie-jeszcze-sputnik,83,1,0,68719,188.165.21.119,nginx,https://niezalezna.pl/0,https://niezalezna.pl/0,N,23,0,0,0,0,N,0,0,https://niezalezna.pl/0
43,4711,tinyurl.com,http://tinyurl.com/yxr7tp3l,83,1,0,133633,104.20.139.65,nginx,https://actualidad.rt.com/actualidad/363817-rusia-comenzara-ensayos-clinicos-sputnik?utm_source=rss&utm_medium=rss&utm_campaign=actualidad,https://actualidad.rt.com/actualidad/363817-rusia-comenzara-ensayos-clinicos-sputnik?utm_source=rss&utm_medium=rss&utm_campaign=actualidad,N,138,0,0,0,0,N,5,1,https://actualidad.rt.com/actualidad/363817-rusia-comenzara-ensayos-clinicos-sputnik?utm_source=rss&utm_medium=rss&utm_campaign=actualidad
44,4763,niezalezna.pl,https://niezalezna.pl/347284-mazurek-odpowiada-poslowi-konfederacji-pewnie-oprocz-faktu-marzy-im-sie-jeszcze-sputnik,83,1,0,68754,188.165.21.119,nginx,https://niezalezna.pl/0,https://niezalezna.pl/0,N,23,0,0,0,0,N,0,0,https://niezalezna.pl/0
45,4840,shar.es,https://shar.es/abYDEB,83,2,0,104855,18.221.60.199,cloudflare,https://www.pronews.gr/ygeia/907476_sputnik-v-klinikes-dokimes-tin-epomeni-evdomada-se-40000-anthropoys,https://www.pronews.gr/ygeia/907476_sputnik-v-klinikes-dokimes-tin-epomeni-evdomada-se-40000-anthropoys,N,103,0,0,0,0,N,9,1,https://www.pronews.gr/ygeia/907476_sputnik-v-klinikes-dokimes-tin-epomeni-evdomada-se-40000-anthropoys
46,4921,tinyurl.com,http://tinyurl.com/y2j7hwle,83,1,0,104897,104.20.138.65,cloudflare,http://riknews.com.cy/index.php/news/epistimi/item/103321-to-proto-rosiko-emvolio-sputnik-v-kata-tou-koronoioy-tha-dokimasthei-se-40-000-anthropous,http://riknews.com.cy/index.php/news/epistimi/item/103321-to-proto-rosiko-emvolio-sputnik-v-kata-tou-koronoioy-tha-dokimasthei-se-40-000-anthropous,N,147,0,0,0,0,N,15,2,http://riknews.com.cy/index.php/news/epistimi/item/103321-to-proto-rosiko-emvolio-sputnik-v-kata-tou-koronoioy-tha-dokimasthei-se-40-000-anthropous
47,5023,niezalezna.pl,http://niezalezna.pl/347284-mazurek-odpowiada-dziamborowi-konfederacja-ma-wizje-pewnie-oprocz-faktu-marzy-im-sie-jeszcze-sputnik,83,1,0,68780,188.165.21.119,nginx,http://niezalezna.pl/0,http://niezalezna.pl/0,N,22,0,0,0,0,N,0,0,https://niezalezna.pl/0
48,5067,tinyurl.com,http://tinyurl.com/y67ph9xg,83,1,0,128525,172.67.1.225,nginx,https://actualidad.rt.com/actualidad/363822-vacuna-sputnik-no-efectos-secundarios-graves?utm_source=rss&utm_medium=rss&utm_campaign=actualidad,https://actualidad.rt.com/actualidad/363822-vacuna-sputnik-no-efectos-secundarios-graves?utm_source=rss&utm_medium=rss&utm_campaign=actualidad,N,142,0,0,0,0,N,6,1,https://actualidad.rt.com/actualidad/363822-vacuna-sputnik-no-efectos-secundarios-graves?utm_source=rss&utm_medium=rss&utm_campaign=actualidad
49,5150,shar.es,https://shar.es/abYUpM,83,2,0,103302,3.18.76.216,cloudflare,https://www.pronews.gr/kosmos/907509_dimioyrgoi-sputnik-v-dyo-hronia-prostasias-tha-prosferei-emvolio,https://www.pronews.gr/kosmos/907509_dimioyrgoi-sputnik-v-dyo-hronia-prostasias-tha-prosferei-emvolio,N,101,0,0,0,0,N,8,1,https://www.pronews.gr/kosmos/907509_dimioyrgoi-sputnik-v-dyo-hronia-prostasias-tha-prosferei-emvolio
50,5158,astratv.gr,https://www.astratv.gr/2020/08/20/%CF%81%CF%89%CF%83%CE%AF%CE%B1-%CF%87%CF%89%CF%81%CE%AF%CF%82-%CF%83%CE%BF%CE%B2%CE%B1%CF%81%CE%AD%CF%82-%CF%80%CE%B1%CF%81%CE%B5%CE%BD%CE%AD%CF%81%CE%B3%CE%B5%CE%B9%CE%B5%CF%82-%CF%84%CE%BF-%CE%B5/,83,1,0,142957,188.40.84.200,nginx/1.10.3,None,https://www.astratv.gr/2020/08/20/%CF%81%CF%89%CF%83%CE%AF%CE%B1-%CF%87%CF%89%CF%81%CE%AF%CF%82-%CF%83%CE%BF%CE%B2%CE%B1%CF%81%CE%AD%CF%82-%CF%80%CE%B1%CF%81%CE%B5%CE%BD%CE%AD%CF%81%CE%B3%CE%B5%CE%B9%CE%B5%CF%82-%CF%84%CE%BF-%CE%B5/,N,232,0,0,0,0,N,5,1,https://www.astratv.gr/2020/08/20/%CF%81%CF%89%CF%83%CE%AF%CE%B1-%CF%87%CF%89%CF%81%CE%AF%CF%82-%CF%83%CE%BF%CE%B2%CE%B1%CF%81%CE%AD%CF%82-%CF%80%CE%B1%CF%81%CE%B5%CE%BD%CE%AD%CF%81%CE%B3%CE%B5%CE%B9%CE%B5%CF%82-%CF%84%CE%BF-%CE%B5/
51,5255,koronavirusu.org,https://koronavirusu.org/rusyanin-sputnik-v-asisi-onumuzdeki-hafta-40-bin-kisiye-uygulanacak/,83,1,0,130782,144.91.68.36,LiteSpeed,None,https://koronavirusu.org/rusyanin-sputnik-v-asisi-onumuzdeki-hafta-40-bin-kisiye-uygulanacak/,N,93,0,0,0,0,N,9,0,https://koronavirusu.org/rusyanin-sputnik-v-asisi-onumuzdeki-hafta-40-bin-kisiye-uygulanacak/
52,5604,tinyurl.com,http://tinyurl.com/y65yvn4a,83,1,0,129270,104.20.138.65,nginx,https://actualidad.rt.com/actualidad/363821-instruccion-vacuna-rusa-sputnik?utm_source=rss&utm_medium=rss&utm_campaign=actualidad,https://actualidad.rt.com/actualidad/363821-instruccion-vacuna-rusa-sputnik?utm_source=rss&utm_medium=rss&utm_campaign=actualidad,N,129,0,0,0,0,N,4,1,https://actualidad.rt.com/actualidad/363821-instruccion-vacuna-rusa-sputnik?utm_source=rss&utm_medium=rss&utm_campaign=actualidad
53,5659,shar.es,https://shar.es/abYTbB,83,2,0,108063,3.129.33.53,cloudflare,https://www.pronews.gr/ygeia/907578_sputnik-v-vasiko-systatiko-toy-emvolioy-o-adenoios-hrisimopoieitai-ston-amerikaniko,https://www.pronews.gr/ygeia/907578_sputnik-v-vasiko-systatiko-toy-emvolioy-o-adenoios-hrisimopoieitai-ston-amerikaniko,N,119,0,0,0,0,N,10,1,https://www.pronews.gr/ygeia/907578_sputnik-v-vasiko-systatiko-toy-emvolioy-o-adenoios-hrisimopoieitai-ston-amerikaniko
54,5884,dld.bz,http://dld.bz/jhrme,83,2,0,120071,54.165.125.67,nginx,https://informateperu.pe/politica/vizcarra-sobre-vacuna-rusa-contra-el-covid-19-no-descartamos-ninguna-posibilidad-video/,https://informateperu.pe/politica/vizcarra-sobre-vacuna-rusa-contra-el-covid-19-no-descartamos-ninguna-posibilidad-video/,N,121,0,0,0,0,N,12,0,https://informateperu.pe/politica/vizcarra-sobre-vacuna-rusa-contra-el-covid-19-no-descartamos-ninguna-posibilidad-video/
55,5920,tinyurl.com,https://tinyurl.com/y6nzfzxx,83,1,0,98063,104.20.138.65,openresty,https://quequi.com.mx/rusia-enviara-2-mil-dosis-de-vacuna-contra-covid-19-sputnik-a-mexico-ebrard/,https://quequi.com.mx/rusia-enviara-2-mil-dosis-de-vacuna-contra-covid-19-sputnik-a-mexico-ebrard/,N,98,0,0,0,0,N,13,1,https://quequi.com.mx/rusia-enviara-2-mil-dosis-de-vacuna-contra-covid-19-sputnik-a-mexico-ebrard/
56,5933,uol.com.br,https://www1.folha.uol.com.br/equilibrioesaude/2020/08/russos-querem-usar-brasil-e-outros-tres-paises-como-base-para-a-producao-da-vacina-sputnik-v.shtml?utm_source=twitter&utm_medium=social&utm_campaign=comptw,83,1,0,322999,200.147.36.65,nginx,None,https://www1.folha.uol.com.br/equilibrioesaude/2020/08/russos-querem-usar-brasil-e-outros-tres-paises-como-base-para-a-producao-da-vacina-sputnik-v.shtml?utm_source=twitter&utm_medium=social&utm_campaign=comptw,N,210,0,0,0,0,N,16,4,https://www1.folha.uol.com.br/equilibrioesaude/2020/08/russos-querem-usar-brasil-e-outros-tres-paises-como-base-para-a-producao-da-vacina-sputnik-v.shtml?utm_source=twitter&utm_medium=social&utm_campaign=comptw
57,6109,medcom.id,https://medcom.id/s/1bVj32ab,83,1,0,85284,103.225.66.74,nginx,https://www.medcom.id/internasional/eropa-amerika/1bVj32ab-who-berdiskusi-dengan-rusia-mengenai-vaksin-sputnik-v,https://www.medcom.id/internasional/eropa-amerika/1bVj32ab-who-berdiskusi-dengan-rusia-mengenai-vaksin-sputnik-v,N,112,0,0,0,0,N,9,1,https://www.medcom.id/internasional/eropa-amerika/1bVj32ab-who-berdiskusi-dengan-rusia-mengenai-vaksin-sputnik-v
58,6210,lnkd.in,https://lnkd.in/eA66an7%20https:/lnkd.in/eHv3i_u,83,1,0,43535,108.174.10.10,,https://www.linkedin.com/feed/update/urn:li:share:6702415011215659009,https://www.linkedin.com/feed/update/urn:li:share:6702415011215659009,N,69,0,0,0,1,N,0,1,https://www.linkedin.com/feed/update/urn:li:share:6702415011215659009
59,6248,coronaviruscall.com,https://coronaviruscall.com/coronavirus-mexico-to-test-2000-doses-of-russias-sputnik-vaccine/,83,1,0,3302,198.252.102.186,LiteSpeed,None,https://coronaviruscall.com/coronavirus-mexico-to-test-2000-doses-of-russias-sputnik-vaccine/,N,93,0,0,0,0,N,9,0,https://coronaviruscall.com/coronavirus-mexico-to-test-2000-doses-of-russias-sputnik-vaccine/
60,6753,primenewslive.com,https://primenewslive.com/national/russia-partnership-with-india-for-producing-covid-19-vaccine-sputnik-v/,83,1,0,198740,5.189.175.143,Apache,https://primenewslive.com/world-news/russia-partnership-with-india-for-producing-covid-19-vaccine-sputnik-v/,https://primenewslive.com/world-news/russia-partnership-with-india-for-producing-covid-19-vaccine-sputnik-v/,N,108,0,0,1,0,N,11,0,https://primenewslive.com/world-news/russia-partnership-with-india-for-producing-covid-19-vaccine-sputnik-v/
